조업일,KPI_ID,관리항목,실적값,원판정,연속판정,연속기준
2025-10-14,KPI_U04_QTY_G01,정제량,1069355.1017,정상,정상,2일 연속
2025-10-15,KPI_U04_QTY_G01,정제량,1038235.3948,정상,정상,2일 연속
2025-10-16,KPI_U04_QTY_G01,정제량,1032772.1719,정상,정상,2일 연속
2025-10-17,KPI_U04_QTY_G01,정제량,1036762.5725,정상,정상,2일 연속
2025-10-18,KPI_U04_QTY_G01,정제량,1054581.8111,정상,정상,2일 연속
2025-10-19,KPI_U04_QTY_G01,정제량,1074505.7609,정상,정상,2일 연속
2025-10-20,KPI_U04_QTY_G01,정제량,1072370.8973,정상,정상,2일 연속
2025-10-21,KPI_U04_QTY_G01,정제량,1055108.5294,정상,정상,2일 연속
2025-10-22,KPI_U04_QTY_G01,정제량,1053038.0904,정상,정상,2일 연속
2025-10-23,KPI_U04_QTY_G01,정제량,1063044.9705,정상,정상,2일 연속
2025-10-24,KPI_U04_QTY_G01,정제량,1078695.5303,정상,정상,2일 연속
2025-10-25,KPI_U04_QTY_G01,정제량,1041169.6972,정상,정상,2일 연속
2025-10-26,KPI_U04_QTY_G01,정제량,1038352.1916,정상,정상,2일 연속
2025-10-27,KPI_U04_QTY_G01,정제량,1050075.0729,정상,정상,2일 연속
2025-10-28,KPI_U04_QTY_G01,정제량,1038240.8957,정상,정상,2일 연속
2025-10-29,KPI_U04_QTY_G01,정제량,1044504.6761,정상,정상,2일 연속
2025-10-30,KPI_U04_QTY_G01,정제량,1052425.0023,정상,정상,2일 연속
2025-10-31,KPI_U04_QTY_G01,정제량,1029785.6849,정상,정상,2일 연속
2025-11-01,KPI_U04_QTY_G01,정제량,1029165.5209,정상,정상,2일 연속
2025-11-02,KPI_U04_QTY_G01,정제량,1055616.0615,정상,정상,2일 연속
2025-11-03,KPI_U04_QTY_G01,정제량,1083704.2413,주의,정상,2일 연속
2025-11-04,KPI_U04_QTY_G01,정제량,1046145.0282,정상,정상,2일 연속
2025-11-05,KPI_U04_QTY_G01,정제량,1019738.0134,주의,정상,2일 연속
2025-11-06,KPI_U04_QTY_G01,정제량,1056760.7452,정상,정상,2일 연속
2025-11-07,KPI_U04_QTY_G01,정제량,1035845.5224,정상,정상,2일 연속
2025-11-08,KPI_U04_QTY_G01,정제량,1037956.9891,정상,정상,2일 연속
2025-11-09,KPI_U04_QTY_G01,정제량,1036935.3557,정상,정상,2일 연속
2025-11-10,KPI_U04_QTY_G01,정제량,1063652.4681,정상,정상,2일 연속
2025-11-11,KPI_U04_QTY_G01,정제량,1031414.0971,정상,정상,2일 연속
2025-11-12,KPI_U04_QTY_G01,정제량,1040421.9512,정상,정상,2일 연속
2025-11-13,KPI_U04_QTY_G01,정제량,1032914.7389,정상,정상,2일 연속
2025-11-14,KPI_U04_QTY_G01,정제량,1071023.8079,정상,정상,2일 연속
2025-11-15,KPI_U04_QTY_G01,정제량,1073300.1711,정상,정상,2일 연속
2025-11-16,KPI_U04_QTY_G01,정제량,1056729.0679,정상,정상,2일 연속
2025-11-17,KPI_U04_QTY_G01,정제량,1039254.0378,정상,정상,2일 연속
2025-11-18,KPI_U04_QTY_G01,정제량,1029944.6517,정상,정상,2일 연속
2025-11-19,KPI_U04_QTY_G01,정제량,1049319.7307,정상,정상,2일 연속
2025-11-20,KPI_U04_QTY_G01,정제량,1055364.6075,정상,정상,2일 연속
2025-11-21,KPI_U04_QTY_G01,정제량,1028221.5706,정상,정상,2일 연속
2025-11-22,KPI_U04_QTY_G01,정제량,1035527.7623,정상,정상,2일 연속
2025-11-23,KPI_U04_QTY_G01,정제량,1055366.2723,정상,정상,2일 연속
2025-11-24,KPI_U04_QTY_G01,정제량,1035134.6242,정상,정상,2일 연속
2025-11-25,KPI_U04_QTY_G01,정제량,1037621.786,정상,정상,2일 연속
2025-11-26,KPI_U04_QTY_G01,정제량,1073595.9811,정상,정상,2일 연속
2025-11-27,KPI_U04_QTY_G01,정제량,1065457.9504,정상,정상,2일 연속
2025-11-28,KPI_U04_QTY_G01,정제량,1059153.1873,정상,정상,2일 연속
2025-11-29,KPI_U04_QTY_G01,정제량,1075154.8423,정상,정상,2일 연속
2025-11-30,KPI_U04_QTY_G01,정제량,1075727.9914,정상,정상,2일 연속
2025-12-01,KPI_U04_QTY_G01,정제량,1040559.94,정상,정상,2일 연속
2025-12-02,KPI_U04_QTY_G01,정제량,1058826.9954,정상,정상,2일 연속
2025-12-03,KPI_U04_QTY_G01,정제량,1065944.2912,정상,정상,2일 연속
2025-12-04,KPI_U04_QTY_G01,정제량,1040681.7173,정상,정상,2일 연속
2025-12-05,KPI_U04_QTY_G01,정제량,1053789.9318,정상,정상,2일 연속
2025-12-06,KPI_U04_QTY_G01,정제량,1065550.7695,정상,정상,2일 연속
2025-12-07,KPI_U04_QTY_G01,정제량,1054636.2593,정상,정상,2일 연속
2025-12-08,KPI_U04_QTY_G01,정제량,1066706.8492,정상,정상,2일 연속
2025-12-09,KPI_U04_QTY_G01,정제량,1069587.8358,정상,정상,2일 연속
2025-12-10,KPI_U04_QTY_G01,정제량,1040880.534,정상,정상,2일 연속
2025-12-11,KPI_U04_QTY_G01,정제량,1038949.8725,정상,정상,2일 연속
2025-12-12,KPI_U04_QTY_G01,정제량,1048017.8084,정상,정상,2일 연속
2025-12-13,KPI_U04_QTY_G01,정제량,1055906.3006,정상,정상,2일 연속
2025-12-14,KPI_U04_QTY_G01,정제량,1048736.2056,정상,정상,2일 연속
2025-12-15,KPI_U04_QTY_G01,정제량,1034559.3011,정상,정상,2일 연속
2025-12-16,KPI_U04_QTY_G01,정제량,1046313.4716,정상,정상,2일 연속
2025-12-17,KPI_U04_QTY_G01,정제량,1039764.5825,정상,정상,2일 연속
2025-12-18,KPI_U04_QTY_G01,정제량,1063147.0534,정상,정상,2일 연속
2025-12-19,KPI_U04_QTY_G01,정제량,1073151.0345,정상,정상,2일 연속
2025-12-20,KPI_U04_QTY_G01,정제량,1043397.4148,정상,정상,2일 연속
2025-12-21,KPI_U04_QTY_G01,정제량,1038052.6883,정상,정상,2일 연속
2025-12-22,KPI_U04_QTY_G01,정제량,1023160.7497,주의,정상,2일 연속
2025-12-23,KPI_U04_QTY_G01,정제량,1036846.8503,정상,정상,2일 연속
2025-12-24,KPI_U04_QTY_G01,정제량,1055205.3438,정상,정상,2일 연속
2025-12-25,KPI_U04_QTY_G01,정제량,1066009.7846,정상,정상,2일 연속
2025-12-26,KPI_U04_QTY_G01,정제량,1053089.0082,정상,정상,2일 연속
2025-12-27,KPI_U04_QTY_G01,정제량,1023392.2513,정상,정상,2일 연속
2025-12-28,KPI_U04_QTY_G01,정제량,1050081.5641,정상,정상,2일 연속
2025-12-29,KPI_U04_QTY_G01,정제량,1060958.7267,정상,정상,2일 연속
2025-12-30,KPI_U04_QTY_G01,정제량,1045523.3792,정상,정상,2일 연속
2025-12-31,KPI_U04_QTY_G01,정제량,1048642.7043,정상,정상,2일 연속
2024-01-01,KPI_U04_UI_P01,A 생산원단위,15509.7634,정상,정상,2일 연속
2024-01-02,KPI_U04_UI_P01,A 생산원단위,15334.6334,정상,정상,2일 연속
2024-01-03,KPI_U04_UI_P01,A 생산원단위,15055.1439,정상,정상,2일 연속
2024-01-04,KPI_U04_UI_P01,A 생산원단위,15084.0706,정상,정상,2일 연속
2024-01-05,KPI_U04_UI_P01,A 생산원단위,15700.8994,정상,정상,2일 연속
2024-01-06,KPI_U04_UI_P01,A 생산원단위,15595.5598,정상,정상,2일 연속
2024-01-07,KPI_U04_UI_P01,A 생산원단위,15642.5083,정상,정상,2일 연속
2024-01-08,KPI_U04_UI_P01,A 생산원단위,15675.6322,정상,정상,2일 연속
2024-01-09,KPI_U04_UI_P01,A 생산원단위,15681.3353,정상,정상,2일 연속
2024-01-10,KPI_U04_UI_P01,A 생산원단위,15451.9153,정상,정상,2일 연속
2024-01-11,KPI_U04_UI_P01,A 생산원단위,16046.551,정상,정상,2일 연속
2024-01-12,KPI_U04_UI_P01,A 생산원단위,15220.0336,정상,정상,2일 연속
2024-01-13,KPI_U04_UI_P01,A 생산원단위,16662.8838,정상,정상,2일 연속
2024-01-14,KPI_U04_UI_P01,A 생산원단위,16552.4343,정상,정상,2일 연속
2024-01-15,KPI_U04_UI_P01,A 생산원단위,16528.7209,정상,정상,2일 연속
2024-01-16,KPI_U04_UI_P01,A 생산원단위,15687.7808,정상,정상,2일 연속
2024-01-17,KPI_U04_UI_P01,A 생산원단위,15319.7908,정상,정상,2일 연속
2024-01-18,KPI_U04_UI_P01,A 생산원단위,15318.2027,정상,정상,2일 연속
2024-01-19,KPI_U04_UI_P01,A 생산원단위,16103.6065,정상,정상,2일 연속
2024-01-20,KPI_U04_UI_P01,A 생산원단위,16787.9764,정상,정상,2일 연속
2024-01-21,KPI_U04_UI_P01,A 생산원단위,16414.2651,정상,정상,2일 연속
2024-01-22,KPI_U04_UI_P01,A 생산원단위,16348.0778,정상,정상,2일 연속
2024-01-23,KPI_U04_UI_P01,A 생산원단위,15998.9365,정상,정상,2일 연속
2024-01-24,KPI_U04_UI_P01,A 생산원단위,15370.6424,정상,정상,2일 연속
2024-01-25,KPI_U04_UI_P01,A 생산원단위,14833.4318,주의,정상,2일 연속
2024-01-26,KPI_U04_UI_P01,A 생산원단위,15121.0772,정상,정상,2일 연속
2024-01-27,KPI_U04_UI_P01,A 생산원단위,15561.7602,정상,정상,2일 연속
2024-01-28,KPI_U04_UI_P01,A 생산원단위,16409.6836,정상,정상,2일 연속
2024-01-29,KPI_U04_UI_P01,A 생산원단위,16487.4371,정상,정상,2일 연속
2024-01-30,KPI_U04_UI_P01,A 생산원단위,15628.5569,정상,정상,2일 연속
2024-01-31,KPI_U04_UI_P01,A 생산원단위,15995.2946,정상,정상,2일 연속
2024-02-01,KPI_U04_UI_P01,A 생산원단위,14922.2052,주의,정상,2일 연속
2024-02-02,KPI_U04_UI_P01,A 생산원단위,15274.1338,정상,정상,2일 연속
2024-02-03,KPI_U04_UI_P01,A 생산원단위,15698.6615,정상,정상,2일 연속
2024-02-04,KPI_U04_UI_P01,A 생산원단위,15889.5912,정상,정상,2일 연속
2024-02-05,KPI_U04_UI_P01,A 생산원단위,15789.1853,정상,정상,2일 연속
2024-02-06,KPI_U04_UI_P01,A 생산원단위,15864.0561,정상,정상,2일 연속
2024-02-07,KPI_U04_UI_P01,A 생산원단위,15653.9322,정상,정상,2일 연속
2024-02-08,KPI_U04_UI_P01,A 생산원단위,15816.3438,정상,정상,2일 연속
2024-02-09,KPI_U04_UI_P01,A 생산원단위,15552.0788,정상,정상,2일 연속
2024-02-10,KPI_U04_UI_P01,A 생산원단위,15246.4842,정상,정상,2일 연속
2024-02-11,KPI_U04_UI_P01,A 생산원단위,16243.2036,정상,정상,2일 연속
2024-02-12,KPI_U04_UI_P01,A 생산원단위,15667.0787,정상,정상,2일 연속
2024-02-13,KPI_U04_UI_P01,A 생산원단위,15333.8054,정상,정상,2일 연속
2024-02-14,KPI_U04_UI_P01,A 생산원단위,14486.1839,이상,정상,2일 연속
2024-02-15,KPI_U04_UI_P01,A 생산원단위,13437.523,이상,이상,2일 연속
2024-02-16,KPI_U04_UI_P01,A 생산원단위,13266.5436,이상,이상,2일 연속
2024-02-17,KPI_U04_UI_P01,A 생산원단위,13577.3341,이상,이상,2일 연속
2024-02-18,KPI_U04_UI_P01,A 생산원단위,12997.5127,이상,이상,2일 연속
2024-02-19,KPI_U04_UI_P01,A 생산원단위,13187.5942,이상,이상,2일 연속
2024-02-20,KPI_U04_UI_P01,A 생산원단위,14199.3944,이상,이상,2일 연속
2024-02-21,KPI_U04_UI_P01,A 생산원단위,15561.3973,정상,정상,2일 연속
2024-02-22,KPI_U04_UI_P01,A 생산원단위,15856.472,정상,정상,2일 연속
2024-02-23,KPI_U04_UI_P01,A 생산원단위,15693.047,정상,정상,2일 연속
2024-02-24,KPI_U04_UI_P01,A 생산원단위,15648.1178,정상,정상,2일 연속
2024-02-25,KPI_U04_UI_P01,A 생산원단위,15102.3276,정상,정상,2일 연속
2024-02-26,KPI_U04_UI_P01,A 생산원단위,14887.7113,주의,정상,2일 연속
2024-02-27,KPI_U04_UI_P01,A 생산원단위,15869.5014,정상,정상,2일 연속
2024-02-28,KPI_U04_UI_P01,A 생산원단위,16229.0852,정상,정상,2일 연속
2024-02-29,KPI_U04_UI_P01,A 생산원단위,16652.457,정상,정상,2일 연속
2024-03-01,KPI_U04_UI_P01,A 생산원단위,15736.6228,정상,정상,2일 연속
2024-03-02,KPI_U04_UI_P01,A 생산원단위,15344.2493,정상,정상,2일 연속
2024-03-03,KPI_U04_UI_P01,A 생산원단위,15897.4722,정상,정상,2일 연속
2024-03-04,KPI_U04_UI_P01,A 생산원단위,15574.8624,정상,정상,2일 연속
2024-03-05,KPI_U04_UI_P01,A 생산원단위,14958.9607,주의,정상,2일 연속
2024-03-06,KPI_U04_UI_P01,A 생산원단위,15263.1227,정상,정상,2일 연속
2024-03-07,KPI_U04_UI_P01,A 생산원단위,16412.0761,정상,정상,2일 연속
2024-03-08,KPI_U04_UI_P01,A 생산원단위,16493.8224,정상,정상,2일 연속
2024-03-09,KPI_U04_UI_P01,A 생산원단위,15565.7345,정상,정상,2일 연속
2024-03-10,KPI_U04_UI_P01,A 생산원단위,15575.3231,정상,정상,2일 연속
2024-03-11,KPI_U04_UI_P01,A 생산원단위,15684.8394,정상,정상,2일 연속
2024-03-12,KPI_U04_UI_P01,A 생산원단위,15636.991,정상,정상,2일 연속
2024-03-13,KPI_U04_UI_P01,A 생산원단위,15936.1835,정상,정상,2일 연속
2024-03-14,KPI_U04_UI_P01,A 생산원단위,15769.0751,정상,정상,2일 연속
2024-03-15,KPI_U04_UI_P01,A 생산원단위,15044.4222,정상,정상,2일 연속
2024-03-16,KPI_U04_UI_P01,A 생산원단위,15730.5623,정상,정상,2일 연속
2024-03-17,KPI_U04_UI_P01,A 생산원단위,15945.4028,정상,정상,2일 연속
2024-03-18,KPI_U04_UI_P01,A 생산원단위,16146.4136,정상,정상,2일 연속
2024-03-19,KPI_U04_UI_P01,A 생산원단위,15997.5095,정상,정상,2일 연속
2024-03-20,KPI_U04_UI_P01,A 생산원단위,15675.745,정상,정상,2일 연속
2024-03-21,KPI_U04_UI_P01,A 생산원단위,16249.3416,정상,정상,2일 연속
2024-03-22,KPI_U04_UI_P01,A 생산원단위,16526.7091,정상,정상,2일 연속
2024-03-23,KPI_U04_UI_P01,A 생산원단위,15401.6856,정상,정상,2일 연속
2024-03-24,KPI_U04_UI_P01,A 생산원단위,15463.9522,정상,정상,2일 연속
2024-03-25,KPI_U04_UI_P01,A 생산원단위,15927.8703,정상,정상,2일 연속
2024-03-26,KPI_U04_UI_P01,A 생산원단위,15825.1529,정상,정상,2일 연속
2024-03-27,KPI_U04_UI_P01,A 생산원단위,15451.949,정상,정상,2일 연속
2024-03-28,KPI_U04_UI_P01,A 생산원단위,16199.8136,정상,정상,2일 연속
2024-03-29,KPI_U04_UI_P01,A 생산원단위,15224.002,정상,정상,2일 연속
2024-03-30,KPI_U04_UI_P01,A 생산원단위,15794.4139,정상,정상,2일 연속
2024-03-31,KPI_U04_UI_P01,A 생산원단위,15363.3631,정상,정상,2일 연속
2024-04-01,KPI_U04_UI_P01,A 생산원단위,16166.7131,정상,정상,2일 연속
2024-04-02,KPI_U04_UI_P01,A 생산원단위,16559.8161,정상,정상,2일 연속
2024-04-03,KPI_U04_UI_P01,A 생산원단위,15560.819,정상,정상,2일 연속
2024-04-04,KPI_U04_UI_P01,A 생산원단위,16073.6888,정상,정상,2일 연속
2024-04-05,KPI_U04_UI_P01,A 생산원단위,15188.8,정상,정상,2일 연속
2024-04-06,KPI_U04_UI_P01,A 생산원단위,15609.3814,정상,정상,2일 연속
2024-04-07,KPI_U04_UI_P01,A 생산원단위,15507.8585,정상,정상,2일 연속
2024-04-08,KPI_U04_UI_P01,A 생산원단위,16427.8967,정상,정상,2일 연속
2024-04-09,KPI_U04_UI_P01,A 생산원단위,15583.8733,정상,정상,2일 연속
2024-04-10,KPI_U04_UI_P01,A 생산원단위,15598.7086,정상,정상,2일 연속
2024-04-11,KPI_U04_UI_P01,A 생산원단위,15654.3561,정상,정상,2일 연속
2024-04-12,KPI_U04_UI_P01,A 생산원단위,15589.4125,정상,정상,2일 연속
2024-04-13,KPI_U04_UI_P01,A 생산원단위,15283.3463,정상,정상,2일 연속
2024-04-14,KPI_U04_UI_P01,A 생산원단위,15793.9015,정상,정상,2일 연속
2024-04-15,KPI_U04_UI_P01,A 생산원단위,15593.5613,정상,정상,2일 연속
2024-04-16,KPI_U04_UI_P01,A 생산원단위,16068.7635,정상,정상,2일 연속
2024-04-17,KPI_U04_UI_P01,A 생산원단위,15605.3851,정상,정상,2일 연속
2024-04-18,KPI_U04_UI_P01,A 생산원단위,15160.7913,정상,정상,2일 연속
2024-04-19,KPI_U04_UI_P01,A 생산원단위,15500.8246,정상,정상,2일 연속
2024-04-20,KPI_U04_UI_P01,A 생산원단위,15860.3654,정상,정상,2일 연속
2024-04-21,KPI_U04_UI_P01,A 생산원단위,15188.3413,정상,정상,2일 연속
2024-04-22,KPI_U04_UI_P01,A 생산원단위,15120.8316,정상,정상,2일 연속
2024-04-23,KPI_U04_UI_P01,A 생산원단위,14632.6485,이상,정상,2일 연속
2024-04-24,KPI_U04_UI_P01,A 생산원단위,14993.3343,정상,정상,2일 연속
2024-04-25,KPI_U04_UI_P01,A 생산원단위,16144.8845,정상,정상,2일 연속
2024-04-26,KPI_U04_UI_P01,A 생산원단위,16129.7003,정상,정상,2일 연속
2024-04-27,KPI_U04_UI_P01,A 생산원단위,15660.5693,정상,정상,2일 연속
2024-04-28,KPI_U04_UI_P01,A 생산원단위,16822.2884,정상,정상,2일 연속
2024-04-29,KPI_U04_UI_P01,A 생산원단위,15763.8307,정상,정상,2일 연속
2024-04-30,KPI_U04_UI_P01,A 생산원단위,15784.8506,정상,정상,2일 연속
2024-05-01,KPI_U04_UI_P01,A 생산원단위,15313.4662,정상,정상,2일 연속
2024-05-02,KPI_U04_UI_P01,A 생산원단위,15876.4891,정상,정상,2일 연속
2024-05-03,KPI_U04_UI_P01,A 생산원단위,16240.5598,정상,정상,2일 연속
2024-05-04,KPI_U04_UI_P01,A 생산원단위,15548.328,정상,정상,2일 연속
2024-05-05,KPI_U04_UI_P01,A 생산원단위,15801.8185,정상,정상,2일 연속
2024-05-06,KPI_U04_UI_P01,A 생산원단위,16261.7416,정상,정상,2일 연속
2024-05-07,KPI_U04_UI_P01,A 생산원단위,15576.3193,정상,정상,2일 연속
2024-05-08,KPI_U04_UI_P01,A 생산원단위,16323.8097,정상,정상,2일 연속
2024-05-09,KPI_U04_UI_P01,A 생산원단위,15969.0691,정상,정상,2일 연속
2024-05-10,KPI_U04_UI_P01,A 생산원단위,16242.7426,정상,정상,2일 연속
2024-05-11,KPI_U04_UI_P01,A 생산원단위,16666.1573,정상,정상,2일 연속
2024-05-12,KPI_U04_UI_P01,A 생산원단위,16223.3269,정상,정상,2일 연속
2024-05-13,KPI_U04_UI_P01,A 생산원단위,15943.8798,정상,정상,2일 연속
2024-05-14,KPI_U04_UI_P01,A 생산원단위,15967.964,정상,정상,2일 연속
2024-05-15,KPI_U04_UI_P01,A 생산원단위,16040.7739,정상,정상,2일 연속
2024-05-16,KPI_U04_UI_P01,A 생산원단위,16134.9529,정상,정상,2일 연속
2024-05-17,KPI_U04_UI_P01,A 생산원단위,15985.4115,정상,정상,2일 연속
2024-05-18,KPI_U04_UI_P01,A 생산원단위,15196.4938,정상,정상,2일 연속
2024-05-19,KPI_U04_UI_P01,A 생산원단위,15730.4982,정상,정상,2일 연속
2024-05-20,KPI_U04_UI_P01,A 생산원단위,15993.1552,정상,정상,2일 연속
2024-05-21,KPI_U04_UI_P01,A 생산원단위,15560.8911,정상,정상,2일 연속
2024-05-22,KPI_U04_UI_P01,A 생산원단위,15859.3,정상,정상,2일 연속
2024-05-23,KPI_U04_UI_P01,A 생산원단위,16121.6042,정상,정상,2일 연속
2024-05-24,KPI_U04_UI_P01,A 생산원단위,15694.2644,정상,정상,2일 연속
2024-05-25,KPI_U04_UI_P01,A 생산원단위,14664.9935,이상,정상,2일 연속
2024-05-26,KPI_U04_UI_P01,A 생산원단위,15559.5739,정상,정상,2일 연속
2024-05-27,KPI_U04_UI_P01,A 생산원단위,15294.2639,정상,정상,2일 연속
2024-05-28,KPI_U04_UI_P01,A 생산원단위,16032.5804,정상,정상,2일 연속
2024-05-29,KPI_U04_UI_P01,A 생산원단위,16074.6259,정상,정상,2일 연속
2024-05-30,KPI_U04_UI_P01,A 생산원단위,16679.1518,정상,정상,2일 연속
2024-05-31,KPI_U04_UI_P01,A 생산원단위,15955.8473,정상,정상,2일 연속
2024-06-01,KPI_U04_UI_P01,A 생산원단위,15319.5973,정상,정상,2일 연속
2024-06-02,KPI_U04_UI_P01,A 생산원단위,14799.7883,주의,정상,2일 연속
2024-06-03,KPI_U04_UI_P01,A 생산원단위,15411.3407,정상,정상,2일 연속
2024-06-04,KPI_U04_UI_P01,A 생산원단위,15023.8583,정상,정상,2일 연속
2024-06-05,KPI_U04_UI_P01,A 생산원단위,15234.6218,정상,정상,2일 연속
2024-06-06,KPI_U04_UI_P01,A 생산원단위,15618.3447,정상,정상,2일 연속
2024-06-07,KPI_U04_UI_P01,A 생산원단위,15321.1076,정상,정상,2일 연속
2024-06-08,KPI_U04_UI_P01,A 생산원단위,15577.6548,정상,정상,2일 연속
2024-06-09,KPI_U04_UI_P01,A 생산원단위,15497.1408,정상,정상,2일 연속
2024-06-10,KPI_U04_UI_P01,A 생산원단위,15692.7093,정상,정상,2일 연속
2024-06-11,KPI_U04_UI_P01,A 생산원단위,16547.8264,정상,정상,2일 연속
2024-06-12,KPI_U04_UI_P01,A 생산원단위,15369.919,정상,정상,2일 연속
2024-06-13,KPI_U04_UI_P01,A 생산원단위,15860.514,정상,정상,2일 연속
2024-06-14,KPI_U04_UI_P01,A 생산원단위,15264.2154,정상,정상,2일 연속
2024-06-15,KPI_U04_UI_P01,A 생산원단위,16044.609,정상,정상,2일 연속
2024-06-16,KPI_U04_UI_P01,A 생산원단위,16410.5456,정상,정상,2일 연속
2024-06-17,KPI_U04_UI_P01,A 생산원단위,16373.4332,정상,정상,2일 연속
2024-06-18,KPI_U04_UI_P01,A 생산원단위,16227.2778,정상,정상,2일 연속
2024-06-19,KPI_U04_UI_P01,A 생산원단위,15803.9096,정상,정상,2일 연속
2024-06-20,KPI_U04_UI_P01,A 생산원단위,14976.7693,주의,정상,2일 연속
2024-06-21,KPI_U04_UI_P01,A 생산원단위,15586.0954,정상,정상,2일 연속
2024-06-22,KPI_U04_UI_P01,A 생산원단위,16277.1705,정상,정상,2일 연속
2024-06-23,KPI_U04_UI_P01,A 생산원단위,15553.3328,정상,정상,2일 연속
2024-06-24,KPI_U04_UI_P01,A 생산원단위,15688.8087,정상,정상,2일 연속
2024-06-25,KPI_U04_UI_P01,A 생산원단위,15859.5378,정상,정상,2일 연속
2024-06-26,KPI_U04_UI_P01,A 생산원단위,15465.2743,정상,정상,2일 연속
2024-06-27,KPI_U04_UI_P01,A 생산원단위,15928.3249,정상,정상,2일 연속
2024-06-28,KPI_U04_UI_P01,A 생산원단위,16047.1774,정상,정상,2일 연속
2024-06-29,KPI_U04_UI_P01,A 생산원단위,16567.2694,정상,정상,2일 연속
2024-06-30,KPI_U04_UI_P01,A 생산원단위,16123.3406,정상,정상,2일 연속
2024-07-01,KPI_U04_UI_P01,A 생산원단위,15644.0951,정상,정상,2일 연속
2024-07-02,KPI_U04_UI_P01,A 생산원단위,16009.11,정상,정상,2일 연속
2024-07-03,KPI_U04_UI_P01,A 생산원단위,15739.5372,정상,정상,2일 연속
2024-07-04,KPI_U04_UI_P01,A 생산원단위,15761.7988,정상,정상,2일 연속
2024-07-05,KPI_U04_UI_P01,A 생산원단위,15673.9036,정상,정상,2일 연속
2024-07-06,KPI_U04_UI_P01,A 생산원단위,16369.5289,정상,정상,2일 연속
2024-07-07,KPI_U04_UI_P01,A 생산원단위,16303.8618,정상,정상,2일 연속
2024-07-08,KPI_U04_UI_P01,A 생산원단위,16039.6335,정상,정상,2일 연속
2024-07-09,KPI_U04_UI_P01,A 생산원단위,15783.3272,정상,정상,2일 연속
2024-07-10,KPI_U04_UI_P01,A 생산원단위,15690.6413,정상,정상,2일 연속
2024-07-11,KPI_U04_UI_P01,A 생산원단위,15319.138,정상,정상,2일 연속
2024-07-12,KPI_U04_UI_P01,A 생산원단위,14715.4475,주의,정상,2일 연속
2024-07-13,KPI_U04_UI_P01,A 생산원단위,16231.7844,정상,정상,2일 연속
2024-07-14,KPI_U04_UI_P01,A 생산원단위,15870.1597,정상,정상,2일 연속
2024-07-15,KPI_U04_UI_P01,A 생산원단위,15726.1853,정상,정상,2일 연속
2024-07-16,KPI_U04_UI_P01,A 생산원단위,15953.7305,정상,정상,2일 연속
2024-07-17,KPI_U04_UI_P01,A 생산원단위,15841.4539,정상,정상,2일 연속
2024-07-18,KPI_U04_UI_P01,A 생산원단위,15923.5223,정상,정상,2일 연속
2024-07-19,KPI_U04_UI_P01,A 생산원단위,15809.6499,정상,정상,2일 연속
2024-07-20,KPI_U04_UI_P01,A 생산원단위,16309.2819,정상,정상,2일 연속
2024-07-21,KPI_U04_UI_P01,A 생산원단위,16246.292,정상,정상,2일 연속
2024-07-22,KPI_U04_UI_P01,A 생산원단위,15771.6259,정상,정상,2일 연속
2024-07-23,KPI_U04_UI_P01,A 생산원단위,15915.949,정상,정상,2일 연속
2024-07-24,KPI_U04_UI_P01,A 생산원단위,15960.1727,정상,정상,2일 연속
2024-07-25,KPI_U04_UI_P01,A 생산원단위,15374.4843,정상,정상,2일 연속
2024-07-26,KPI_U04_UI_P01,A 생산원단위,15555.9125,정상,정상,2일 연속
2024-07-27,KPI_U04_UI_P01,A 생산원단위,15728.5013,정상,정상,2일 연속
2024-07-28,KPI_U04_UI_P01,A 생산원단위,16550.9435,정상,정상,2일 연속
2024-07-29,KPI_U04_UI_P01,A 생산원단위,15666.6205,정상,정상,2일 연속
2024-07-30,KPI_U04_UI_P01,A 생산원단위,16395.2042,정상,정상,2일 연속
2024-07-31,KPI_U04_UI_P01,A 생산원단위,16281.9791,정상,정상,2일 연속
2024-08-01,KPI_U04_UI_P01,A 생산원단위,16011.7052,정상,정상,2일 연속
2024-08-02,KPI_U04_UI_P01,A 생산원단위,16036.9863,정상,정상,2일 연속
2024-08-03,KPI_U04_UI_P01,A 생산원단위,15419.0015,정상,정상,2일 연속
2024-08-04,KPI_U04_UI_P01,A 생산원단위,15721.7572,정상,정상,2일 연속
2024-08-05,KPI_U04_UI_P01,A 생산원단위,15446.1907,정상,정상,2일 연속
2024-08-06,KPI_U04_UI_P01,A 생산원단위,15763.9558,정상,정상,2일 연속
2024-08-07,KPI_U04_UI_P01,A 생산원단위,16500.9381,정상,정상,2일 연속
2024-08-08,KPI_U04_UI_P01,A 생산원단위,16334.7915,정상,정상,2일 연속
2024-08-09,KPI_U04_UI_P01,A 생산원단위,15866.8556,정상,정상,2일 연속
2024-08-10,KPI_U04_UI_P01,A 생산원단위,15713.7596,정상,정상,2일 연속
2024-08-11,KPI_U04_UI_P01,A 생산원단위,16153.111,정상,정상,2일 연속
2024-08-12,KPI_U04_UI_P01,A 생산원단위,16347.0466,정상,정상,2일 연속
2024-08-13,KPI_U04_UI_P01,A 생산원단위,16171.3651,정상,정상,2일 연속
2024-08-14,KPI_U04_UI_P01,A 생산원단위,16293.314,정상,정상,2일 연속
2024-08-15,KPI_U04_UI_P01,A 생산원단위,16006.3332,정상,정상,2일 연속
